Game_id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_ID,Critic_Count,Developer,Rating_Score,Rating_Count
10000,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11,72,,,0,
10001,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68,18,From Software,7.4,18
10002,Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.11,72,,,0,
10003,Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0,0,0.11,59,5,Sand Grain Studios,7.5,6
10004,SplashDown,XB,2002,Racing,Atari,0.09,0.02,0,0,0.11,78,15,Rainbow Studios,4.6,
10005,18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,0.08,0.02,0,0.01,0.11,72,,ValuSoft,8.3,10
10006,Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,0,0,0.11,0,0.11,72,,,0,
10007,F1 Racing Championship,PS,2000,Racing,Video System,0.06,0.04,0,0.01,0.11,72,,,0,
10008,Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0,0,0.11,62,31,Human Head Studios,8.1,9
10009,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11,67,15,Creat Studios,9,5
10010,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11,68,26,EA Tiburon,8.9,16
10011,Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0,0,0.01,0.11,72,,"Pipeworks Software, Inc.",4.6,
10012,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.11,66,21,Polygon Magic,7.3,8
10013,Lost Horizon,PC,2010,Adventure,Deep Silver,0,0.1,0,0.02,0.11,77,24,Animation Arts,7.9,27
10014,SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.11,72,,SCEE London Studio,4.6,
10015,NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.11,45,24,EA Tiburon,4.6,
10016,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0,0,0.01,0.11,72,,Smack Down Productions,4.6,
10017,Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0,0.02,0.11,13,5,HB Studios Multimedia,3.4,65
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,72,,,0,
10019,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,0.11,0,0.11,72,,,0,
10020,Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61,8,Sting,6.5,8
10021,ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,0.09,0.02,0,0,0.11,72,,,0,
10022,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.1,0,0,0.01,0.11,74,27,Infinite Interactive,5.8,11
10023,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0,0,0.11,76,20,Digital Eclipse,8.1,7
10024,Doukoku Shoshite...,SAT,1998,Adventure,Data East,0,0,0.11,0,0.11,72,,,0,
10025,LEGO Knights' Kingdom,GBA,2004,Action,THQ,0.08,0.03,0,0,0.11,62,4,Razorback Developments,4.6,
10026,Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11,72,,Matrix Software,8.9,15
10027,Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10028,Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0,0.11,72,16,Headstrong Games,6.8,5
10029,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11,50,17,"Nippon Ichi Software, Hit Maker",6.2,9
10030,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11,62,16,Electronic Arts,4.6,
10031,Persona 5,PS3,2016,Role-Playing,Unknown,0,0,0.11,0,0.11,72,,Atlus,0,
10032,Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71,20,Tamsoft,6.8,44
10033,Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0,0,0.11,0,0.11,77,30,Indies Zero,7.3,15
10034,NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0,0.11,49,11,DC Studios,4.6,
10035,Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.11,72,,Monkey Bar Games,4.6,
10036,Shining Force NEO,PS2,2005,Role-Playing,Sega,0.06,0.04,0,0.01,0.11,69,12,Neverland,8.1,20
10037,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11,72,,,0,
10038,Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0,0,0.11,44,26,Tactical Development,4.6,
10039,Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11,72,,,0,
10040,FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11,63,16,EA Canada,5.7,7
10041,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10042,Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.11,45,30,Visual Concepts,5.4,16
10043,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11,55,29,"Artificial Studios, Immersion Software & Graphics",5.2,18
10044,Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11,68,18,Empire Oxford,4.6,
10045,Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0,0,0.01,0.11,76,9,Most Wanted Entertainment,4.6,
10046,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.11,68,7,"Funatics Software, Funatics",5.9,8
10047,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0,0,0.11,76,7,Ubisoft Milan,4.6,
10048,Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,0.09,0,0.02,0.01,0.11,72,35,Namco,4.6,
10049,Animal Genius,DS,2007,Puzzle,Ubisoft,0.1,0,0,0.01,0.11,72,,Big Blue Bubble Inc.,4.6,
10050,BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01,0.11,72,,,0,
10051,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11,67,14,EA Tiburon,8.4,28
10052,Star Trek: Conquest,PS2,2016,Strategy,Bethesda Softworks,0.06,0.04,0,0.01,0.11,54,15,4J Studios,9.1,10
10053,Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,0.11,40,21,Sidhe Interactive,6.5,10
10054,World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,72,,,0,
10055,The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0,0,0.01,0.11,72,,Ludia Inc.,4.6,
10056,Phantom Dust,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,0.11,81,37,Microsoft Game Studios Japan,8.5,35
10057,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,72,,Farsight Studios,4.6,
10058,The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.11,72,,Terminal Reality,4.6,49
10059,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01,0.11,72,,,0,
10060,Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0,0,0.11,0,0.11,72,,,0,
10061,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11,81,19,Career Soft,7.7,19
10062,Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0,0,0.11,0,0.11,72,,,0,
10063,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0,0,0.11,54,25,Capcom,8.3,8
10064,Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11,67,58,Koei Tecmo Games,7.6,226
10065,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.01,0.11,74,16,"Pipeworks Software, Inc.",8.2,19
10066,Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0,0,0.11,0,0.11,72,,Omega Force,4.6,
10067,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,0.11,72,,,0,
10068,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.11,72,,Headstrong Games,4.6,
10069,Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11,73,41,Swordfish Studios,8.2,23
10070,Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,82,15,Konami,8.7,11
10071,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,72,,,0,
10072,Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0,0,0.11,75,55,Wideload Games Inc.,8.1,16
10073,Batman: Dark Tomorrow,XB,2003,Action,Kemco,0.08,0.02,0,0,0.11,13,13,HotGen,3.6,18
10074,Girl Time,DS,2009,Simulation,THQ,0.11,0,0,0.01,0.11,72,,THQ,4.6,
10075,Ping Pals,DS,2004,Misc,THQ,0.1,0,0,0.01,0.11,13,17,WayForward,3.9,26
10076,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0,0,0.02,0.11,75,7,SCEA San Diego Studios,7.5,21
10077,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.1,0,0,0.01,0.11,72,,PopCap,4.6,
10078,18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,0.11,52,17,Acclaim Studios Cheltenham,6.8,8
10079,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,0.11,72,,Namco Bandai Games America,4.7,
10080,The King of Fighters '99,PS,2000,Fighting,SNK,0,0,0.11,0.01,0.11,72,,SNK,8.9,39
10081,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10082,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11,72,,,0,
10083,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,0,0,0.11,0,0.11,72,,,0,
10084,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0,0.02,0.11,63,16,Black Rock Studio,6.7,15
10085,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,0.11,55,30,Black Hole Games,6.7,20
10086,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0,0,0.11,67,17,Ubisoft Montreal,7.7,6
10087,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0,0.01,0.01,0.11,63,57,SNK Playmore,4.2,33
10088,Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,0.11,70,17,"Tecmo, Ntreev Soft",4.7,
10089,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.03,0,0.01,0.11,44,5,Black Lantern Studios,4.7,
10090,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10091,Desktop Tower Defense,DS,2009,Strategy,THQ,0.1,0,0,0.01,0.11,72,,Frima Studio,4.7,
10092,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11,72,,,0,
10093,Spy vs Spy,XB,2005,Action,Global Star,0.08,0.02,0,0,0.11,53,34,Vicious Cycle,8,8
10094,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0,0.01,0.11,39,5,Papaya Studios,2,6
10095,Sega Touring Car Championship,SAT,1996,Racing,Sega,0,0,0.11,0,0.11,72,,,0,
10096,Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11,68,39,Darkworks,7.7,27
10097,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,0.11,0,0.11,72,,,0,
10098,Zubo,DS,2008,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11,75,19,EA Bright Light,7.6,75
10099,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0,0,0.11,0,0.11,72,,,0,
10100,My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.1,0,0,0.01,0.11,72,,,0,
10101,NHL Hitz 20-03,XB,2002,Sports,Midway Games,0.08,0.02,0,0,0.11,81,19,Black Box,8.5,13
10102,Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,0.04,0.01,0.06,0,0.11,48,18,From Software,7.5,4
10103,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.1,0,0,0.01,0.11,65,9,Her Interactive,4.7,
10104,Gun Metal,XB,2002,Shooter,Rage Software,0.08,0.02,0,0,0.11,63,17,Rage Software,7.6,8
10105,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,72,,,0,
10106,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,72,,,0,
10107,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.1,0,0,0.01,0.11,72,,Handheld Games,9.5,1273
10108,Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,72,,,0,
10109,BloodRayne,GC,2002,Shooter,Universal Interactive,0.09,0.02,0,0,0.11,73,17,Terminal Reality,8.5,4
10110,MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0,0.02,0.11,72,,Milestone S.r.l,4.7,
10111,Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore,0.05,0.04,0,0.01,0.11,72,,,0,
10112,ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,43,7,Acclaim,6.3,4
10113,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01,0.11,69,5,Dimps Corporation,9,74
10114,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11,51,10,Griptonite Games,5.4,5
10115,Toukiden 2,PSV,2016,Action,Tecmo Koei,0,0,0.11,0,0.11,72,,,0,
10116,TMNT,PSP,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,13,7,Ubisoft Montreal,4.1,12
10117,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,72,,,0,
10118,Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0,0,0.11,63,5,Ubisoft,2.8,6
10119,Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,72,,,0,
10120,Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,0.11,72,,,0,
10121,Pocket Pets,DS,2007,Simulation,O3 Entertainment,0.1,0,0,0.01,0.11,72,,Agatsuma Entertainment,0,
10122,Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,0.08,0.03,0,0,0.11,52,6,Human Soft,4.7,
10123,Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,0.08,0.03,0,0,0.11,72,,Sensory Sweep,6.8,8
10124,Home Run King,GC,2002,Sports,Sega,0.09,0.02,0,0,0.11,66,18,Wow Entertainment,4.7,
10125,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11,72,,,0,
10126,WWE All Stars,PS2,2011,Fighting,THQ,0.05,0.04,0,0.01,0.11,72,,THQ,3.4,5
10127,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,80,10,Konami,8.8,11
10128,Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0,0.01,0.11,75,25,Renegade Kid,8.3,31
10129,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,0,0,0.11,0,0.11,72,,,0,
10130,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0,0,0.01,0.11,58,25,"EA Tiburon, n-Space",7.5,18
10131,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0,0,0.11,0,0.11,72,,,0,
10132,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,14,Arc System Works,7.8,18
10133,AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11,66,22,KCE Studios,7,6
10134,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.11,0,0.11,72,,,0,
10135,Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft,0.08,0.03,0,0,0.11,72,,,0,
10136,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0,0,0.01,0.11,13,4,Eutechnyx,3.8,8
10137,The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,0.08,0.02,0,0,0.11,72,,,0,
10138,Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,0.09,0.02,0,0,0.11,68,20,Capcom,8.9,27
10139,Hot Wheels Velocity X,GC,2002,Racing,THQ,0.09,0.02,0,0,0.11,55,4,Beyond Games,6.4,5
10140,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11,59,15,Ubisoft,7.3,9
10141,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,72,,,0,
10142,de Blob 2,DS,2011,Platform,THQ,0.08,0.02,0,0.01,0.11,75,11,Halfbrick Studios,8.2,6
10143,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11,51,12,Ubisoft,3.3,126
10144,Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0,0,0.01,0.11,72,,THQ,4.7,
10145,Let's Play Garden,DS,2010,Simulation,Deep Silver,0.1,0,0,0.01,0.11,72,,Deep Silver,4.7,
10146,EA Replay,PSP,2006,Action,Electronic Arts,0.1,0,0,0.01,0.11,56,19,Team Fusion,4.7,
10147,Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0,0,0.11,70,16,Konami,4.7,
10148,Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,0.06,0,0.05,0,0.11,72,5,WorkJam,4.7,
10149,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.1,0.01,0,0.01,0.11,72,,Void Productions,4.7,
10150,LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0,0.02,0.11,70,5,TT Fusion,4.7,
10151,Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0,0,0.01,0.11,57,7,Red Tribe,5.3,12
10152,FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0,0,0.01,0.11,77,17,EA Sports,7.7,20
10153,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,41,7,Trickstar Games,3.1,7
10154,The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11,72,,FUN Labs,5.3,6
10155,Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0,0.01,0.11,68,14,Pandemic Studios,4.7,
10156,Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10157,Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.11,75,45,Media Vision,8.5,289
10158,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.1,0,0,0.01,0.11,68,4,Ubisoft Shanghai,5.3,4
10159,The Settlers,DS,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,39,6,Blue Byte,5.6,7
10160,Stronghold,PC,2001,Strategy,Gathering of Developers,0,0.09,0,0.02,0.11,81,19,FireFly Studios,8.9,224
10161,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01,0.11,72,,Ubisoft,4.7,
10162,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0,0,0.11,0,0.11,72,,,0,
10163,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0,0.01,0.11,71,59,Bugbear,7.7,56
10164,Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11,72,,Electronic Arts,4.7,
10165,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0,0,0.11,77,14,Midway,8.9,15
10166,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0,0,0.11,88,25,Kush Games,8.4,24
10167,Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11,72,,Backbone Entertainment,4.7,
10168,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.1,0,0,0.01,0.11,72,,Konami,4.7,
10169,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0,0.01,0.11,58,23,Gusto Games,4.1,8
10170,XXX,GBA,2002,Action,Activision,0.08,0.03,0,0,0.11,50,13,Digital Eclipse,5,4
10171,Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11,72,,,0,
10172,Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0,0.01,0.11,72,,Crave,4.7,
10173,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,13,6,THQ,5.2,6
10174,Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,63,21,Team 17,8,15
10175,Guitar Rock Tour,DS,2007,Misc,Gameloft,0.1,0,0,0.01,0.11,60,8,Ubisoft,4.7,
10176,Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.11,72,,Ubisoft,4.7,
10177,Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0,0,0.11,79,44,Crystal Dynamics,7,10
10178,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11,56,4,High Voltage Software,5,4
10179,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,0.11,62,9,Santa Entertainment,7.4,9
10180,Surf's Up,PSP,2007,Sports,Ubisoft,0.02,0.06,0,0.03,0.11,72,,Ubisoft Montreal,4.7,
10181,Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0,0,0,0.11,72,,,0,
10182,Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0,0.01,0.11,55,23,Digital Embryo,6.1,7
10183,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0,0,0.11,76,15,Toys for Bob,8.3,7
10184,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,72,,,0,
10185,Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,0,0,0.11,0,0.11,72,,,0,
10186,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,0.09,0.02,0,0,0.11,72,,,0,
10187,Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.01,0.11,72,,High Voltage Software,4.8,
10188,Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0,0,0.11,72,,Full Fat,6,5
10189,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11,62,42,Vivarium,8,17
10190,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,0.11,0,0.11,72,,,0,
10191,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11,70,7,Blitz Games,7,6
10192,Mobile Light Force 2,PS2,2002,Shooter,Taito,0.05,0.04,0,0.01,0.11,59,9,Alfa System,4.8,
10193,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11,67,17,Micro Cabin,8.9,23
10194,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11,72,,,0,
10195,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,0.1,0,0,0.01,0.11,72,,,0,
10196,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0,0,0.11,0,0.11,72,,,0,
10197,Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment,0,0,0.11,0,0.11,72,,,0,
10198,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11,51,4,Traveller's Tales,5.2,5
10199,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11,71,31,SNK Playmore,8.6,17
10200,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0,0.03,0.07,0.01,0.11,72,7,Marvelous Inc.,8.5,11
10201,Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0,0,0.11,72,,,0,
10202,Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0,0,0.11,72,,,0,
10203,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0,0,0.11,72,,,0,
10204,Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0,0,0.11,72,,,0,
10205,Lunacy,SAT,1996,Adventure,Sega,0,0,0.11,0,0.11,72,,,0,
10206,Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0,0,0.11,72,,,0,
10207,Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,72,,,0,
10208,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0,0,0.11,72,,,0,
10209,Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0,0,0.11,72,,,0,
10210,Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0,0,0.11,72,,,0,
10211,DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11,58,11,Indies Zero,4.8,
10212,Grease,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.11,72,,Big Head Games Ltd.,4.8,
